# step, loss_train, loss_test, metrics_test
0.000000000000000000e+00 3.136281127929687500e+02 7.946482300758361816e-02 5.585230588912963867e-01 9.587686508893966675e-02 1.091692596673965454e-01 1.714905947446823120e-01 3.136281127929687500e+02 7.946482300758361816e-02 5.585230588912963867e-01 9.587686508893966675e-02 1.091692596673965454e-01 1.714905947446823120e-01
1.000000000000000000e+03 3.317908197641372681e-02 4.052035976201295853e-03 2.246266305446624756e-01 3.890359541401267052e-03 1.147858893091324717e-05 1.995919458568096161e-02 3.317908197641372681e-02 4.052035976201295853e-03 2.246266305446624756e-01 3.890359541401267052e-03 1.147858893091324717e-05 1.995919458568096161e-02
2.000000000000000000e+03 7.946178317070007324e-03 3.797943005338311195e-03 1.627046912908554077e-01 2.337508602067828178e-03 2.622757747303694487e-04 8.506552316248416901e-03 7.946178317070007324e-03 3.797943005338311195e-03 1.627046912908554077e-01 2.337508602067828178e-03 2.622757747303694487e-04 8.506552316248416901e-03
3.000000000000000000e+03 5.744863767176866531e-03 2.691681263968348503e-03 1.268566548824310303e-01 8.441198151558637619e-04 1.039795170072466135e-04 6.111795082688331604e-03 5.744863767176866531e-03 2.691681263968348503e-03 1.268566548824310303e-01 8.441198151558637619e-04 1.039795170072466135e-04 6.111795082688331604e-03
4.000000000000000000e+03 5.603670608252286911e-03 1.249236403964459896e-03 7.254848629236221313e-02 3.491565003059804440e-04 4.924770473735406995e-05 3.467053407803177834e-03 5.603670608252286911e-03 1.249236403964459896e-03 7.254848629236221313e-02 3.491565003059804440e-04 4.924770473735406995e-05 3.467053407803177834e-03
5.000000000000000000e+03 5.311007145792245865e-03 6.051806849427521229e-04 4.631661996245384216e-02 2.833631588146090508e-04 1.056466280715540051e-04 2.015949925407767296e-03 5.311007145792245865e-03 6.051806849427521229e-04 4.631661996245384216e-02 2.833631588146090508e-04 1.056466280715540051e-04 2.015949925407767296e-03
6.000000000000000000e+03 3.769969334825873375e-03 2.583081659395247698e-04 3.332499042153358459e-02 2.171670930692926049e-04 1.354684645775705576e-04 1.241754041984677315e-03 3.769969334825873375e-03 2.583081659395247698e-04 3.332499042153358459e-02 2.171670930692926049e-04 1.354684645775705576e-04 1.241754041984677315e-03
7.000000000000000000e+03 5.176248960196971893e-03 2.536431129556149244e-04 3.128045052289962769e-02 7.788012590026482940e-05 1.262121950276196003e-04 8.194454712793231010e-04 5.176248960196971893e-03 2.536431129556149244e-04 3.128045052289962769e-02 7.788012590026482940e-05 1.262121950276196003e-04 8.194454712793231010e-04
8.000000000000000000e+03 2.703106729313731194e-03 1.666244788793846965e-04 2.449850551784038544e-02 7.542107778135687113e-05 7.716249092482030392e-05 5.973065271973609924e-04 2.703106729313731194e-03 1.666244788793846965e-04 2.449850551784038544e-02 7.542107778135687113e-05 7.716249092482030392e-05 5.973065271973609924e-04
9.000000000000000000e+03 2.831078367307782173e-03 1.614631037227809429e-04 1.871641539037227631e-02 3.991624544141814113e-05 8.005452400539070368e-05 5.298205069266259670e-04 2.831078367307782173e-03 1.614631037227809429e-04 1.871641539037227631e-02 3.991624544141814113e-05 8.005452400539070368e-05 5.298205069266259670e-04
1.000000000000000000e+04 3.168213181197643280e-03 1.291321677854284644e-04 1.896052621304988861e-02 3.304320125607773662e-05 4.465633173822425306e-05 5.817015771754086018e-04 3.168213181197643280e-03 1.291321677854284644e-04 1.896052621304988861e-02 3.304320125607773662e-05 4.465633173822425306e-05 5.817015771754086018e-04
1.000000000000000000e+04 3.214726690202951431e-03 1.291321677854284644e-04 1.896052621304988861e-02 3.304320125607773662e-05 4.465633173822425306e-05 5.817015771754086018e-04 3.168213181197643280e-03 1.291321677854284644e-04 1.896052621304988861e-02 3.304320125607773662e-05 4.465633173822425306e-05 5.817015771754086018e-04
1.010000000000000000e+04 2.092912979423999786e-02 2.711920387810096145e-05 3.636990115046501160e-02 1.314331748289987445e-04 5.540735437534749508e-04 2.416238188743591309e-03 2.082184329628944397e-02 2.711920387810096145e-05 3.636990115046501160e-02 1.314331748289987445e-04 5.540735437534749508e-04 2.416238188743591309e-03
1.010000000000000000e+04 2.092913025990128517e-03 2.711920387810096145e-05 3.636990115046501160e-02 1.314331748289987445e-04 5.540735437534749508e-04 2.416238130535930395e-04 2.082184422761201859e-03 2.711920387810096145e-05 3.636990115046501160e-02 1.314331748289987445e-04 5.540735437534749508e-04 2.416238130535930395e-04
1.206900000000000000e+04 9.607572428649291396e-05 1.841599878389388323e-04 1.366743235848844051e-04 4.038637143821688369e-06 7.405645646940683946e-06 3.124039503745734692e-04 9.609765402274206281e-05 1.841599878389388323e-04 1.366743235848844051e-04 4.038637143821688369e-06 7.405645646940683946e-06 3.124039503745734692e-04
